"","comments","comments_id","clean_comments","segged_comments"
"9948",": 隨便啦，真正有在創業有在努力的也懶得回這篇，台灣影響","hitsuchi","隨便啦，真正有在創業有在努力的也懶得回這篇，台灣影響","隨便　啦　真正　有　在　創業　有　在　努力　的　也　懶得　回　這篇　台灣　影響"
"9949",": 力不覺得有比較差啊，倒是全部all in進中國影響力才會變","hitsuchi","力不覺得有比較差啊，倒是全部allin進中國影響力才會變","力　不　覺得　有　比較　差　啊　倒　是　全部　allin　進　中國　影響力　才　會變"
"9950",": 差。反正每個時代看不起下一代的人一直都不少，只想說如","hitsuchi","差。反正每個時代看不起下一代的人一直都不少，只想說如","差　反正　每個　時代　看不起　下一代　的　人　一直　都　不少　只想　說　如"
"9951",": 果真的想為台灣做什麼的人，是沒啥時間看不起下一代的","hitsuchi","果真的想為台灣做什麼的人，是沒啥時間看不起下一代的","果真　的　想　為　台灣　做　什麼　的　人　是　沒　啥　時間　看不起　下一代　的"
"9952",": 不能把個例當通例","dodoboy","不能把個例當通例","不能　把　個例　當　通例"
"9953",": 窮到父母看你不爽整天弄你再說啦","dodoboy","窮到父母看你不爽整天弄你再說啦","窮到　父母　看　你　不爽　整天　弄　你　再說　啦"
"9954",": 你真的有窮到這種程度再說","dodoboy","你真的有窮到這種程度再說","你　真的　有　窮　到　這種　程度　再說"
"9955",": 笑死 搭經濟起飛的順風車上位就開始膨脹","pyroblast","笑死搭經濟起飛的順風車上位就開始膨脹","笑　死　搭　經濟　起飛　的　順風　車上　位　就　開始　膨脹"
"9956",": 再逆風開局的刷優越感","pyroblast","再逆風開局的刷優越感","再　逆風　開局　的　刷　優越感"
"9957",": 台灣就是太多這種只會落井下石老__才會爛成這樣","pyroblast","台灣就是太多這種只會落井下石老才會爛成這樣","台灣　就是　太多　這種　只會　落井下石　老才　會　爛成　這樣"
"9958",": 7年級生當初還被幹譙成草莓族呢","poltmer990","7年級生當初還被幹譙成草莓族呢","7　年級　生　當初　還被　幹譙成　草莓　族　呢"
"9959",": 一個群體就是代代互相扶持才能容易成長，整天數落下一代","hitsuchi","一個群體就是代代互相扶持才能容易成長，整天數落下一代","一個　群體　就是　代代　互相　扶持　才能　容易　成長　整天　數落　下一代"
"9960",": 或是抱怨上一代的人其實說穿了只是想滿足自我而已，不過","hitsuchi","或是抱怨上一代的人其實說穿了只是想滿足自我而已，不過","或是　抱怨　上　一代　的　人　其實　說穿　了　只是　想　滿足　自我　而已　不過"
"9961",": 台灣各種世代對立、政黨對立.....沒有共同對未來的想像","hitsuchi","台灣各種世代對立、政黨對立沒有共同對未來的想像","台灣　各種　世代　對立　政黨　對立　沒有　共同　對　未來　的　想像"
"9962",": ，其實很難走得好","hitsuchi","，其實很難走得好","其實　很難　走　得　好"
"9963",": 那我也要說:不要把年輕世代當遮羞布，自己生意不好","bass19920614","那我也要說不要把年輕世代當遮羞布，自己生意不好","那　我　也　要說　不要　把　年輕　世代　當　遮羞布　自己　生意　不好"
"9964",": 就怪員工什麼的，怎麼不說是自己經營策略出問題?不","bass19920614","就怪員工什麼的，怎麼不說是自己經營策略出問題?不","就　怪　員工　什麼　的　怎麼　不　說　是　自己　經營策略　出　問題　不"
"9965",": 是在對原po說，而是真的不少慣老闆把自己的問題怪到","bass19920614","是在對原po說，而是真的不少慣老闆把自己的問題怪到","是　在　對　原　po　說　而是　真的　不少　慣　老闆　把　自己　的　問題　怪到"
"9966",": 員工身上","bass19920614","員工身上","員工　身上"
"9967",": 推樓上","veneer","推樓上","推　樓上"
"9968",": 員工當初還被拖出來要為經濟負責呢","poltmer990","員工當初還被拖出來要為經濟負責呢","員工　當初　還被　拖出來　要　為　經濟　負責　呢"
"9969",": 草莓族、慣寶寶、只想開咖啡店","poltmer990","草莓族、慣寶寶、只想開咖啡店","草莓　族　慣　寶寶　只　想開　咖啡店"
"9970",": 看你的回應就會想說有企圖心的會想到你公司工作嗎","skyviviema","看你的回應就會想說有企圖心的會想到你公司工作嗎","看　你　的　回應　就　會　想　說　有　企圖心　的　會　想到　你　公司　工作　嗎"
"9971",": 報紙當年為慣老闆喉舌，每天變著花樣怪年輕人；就是不","poltmer990","報紙當年為慣老闆喉舌，每天變著花樣怪年輕人；就是不","報紙　當年　為慣　老闆　喉舌　每　天變　著　花樣　怪　年輕人　就是　不"
"9972",": 怪老闆自己","poltmer990","怪老闆自己","怪　老闆　自己"
"9973",": 話都你在說 運氣好就能這樣弄人囉?","dodoboy","話都你在說運氣好就能這樣弄人囉?","話　都　你　在　說　運氣　好　就　能　這樣　弄　人　囉"
"9974",": 創業成功率也不高 都你在說拉","dodoboy","創業成功率也不高都你在說拉","創業　成功率　也　不　高　都　你　在　說　拉"
"9975",": 台灣沒那麼好你也要負一部分責任 你敢說你都沒責任","dodoboy","台灣沒那麼好你也要負一部分責任你敢說你都沒責任","台灣　沒　那麼　好　你　也　要負　一部分　責任　你　敢　說　你　都　沒　責任"
"9976",": 扯什麼今日影響力 請問掌握今日影響力的是哪一代?","skyviviema","扯什麼今日影響力請問掌握今日影響力的是哪一代?","扯　什麼　今日　影響力　請問　掌握　今日　影響力　的　是　哪　一代"
"9977",": 樓上冷靜，抱怨不能解決問題……但是抱怨慣老闆，感覺","poltmer990","樓上冷靜，抱怨不能解決問題……但是抱怨慣老闆，感覺","樓上　冷靜　抱怨　不能　解決問題　但是　抱怨　慣　老闆　感覺"
"9978",": 可以解決經濟問題？","poltmer990","可以解決經濟問題？","可以　解決　經濟　問題"
"9979",": 看來你是想直接承認目前這代不如那一代的人 隨便你","skyviviema","看來你是想直接承認目前這代不如那一代的人隨便你","看來　你　是　想　直接　承認　目前　這代　不如　那　一代　的　人　隨便　你"
"9980",": 不過說真的一直90後90後的，拜託90後的現在有一半以上還在","k7p83n","不過說真的一直90後90後的，拜託90後的現在有一半以上還在","不過　說真的　一直　90　後　90　後　的　拜託　90　後　的　現在　有　一半　以上　還在"
"9981",": 當學生，剩下的一點人也才剛進業界，台灣的現況到底乾這些","k7p83n","當學生，剩下的一點人也才剛進業界，台灣的現況到底乾這些","當　學生　剩下　的　一點　人　也　才　剛進　業界　台灣　的　現況　到底　乾　這些"
"9982",": 新鮮人什麼事？你要講態度是一回事，怪台灣的競爭力怪到90","k7p83n","新鮮人什麼事？你要講態度是一回事，怪台灣的競爭力怪到90","新鮮　人　什麼　事　你　要　講　態度　是　一　回事　怪　台灣　的　競爭力　怪到　90"
"9983",": 後頭上，根本邏輯有問題","k7p83n","後頭上，根本邏輯有問題","後　頭上　根本　邏輯　有　問題"
"9984",": 可是今日跟你同輩又比較有影響力的 想必不想承認","skyviviema","可是今日跟你同輩又比較有影響力的想必不想承認","可是　今日　跟　你　同輩　又　比較　有　影響力　的　想必　不想　承認"
"9985",": 過太爽才會說這種話","dodoboy","過太爽才會說這種話","過太爽　才　會　說　這種　話"
"9986",": a了下ID 這人高中前在美國 家族在對岸設廠 會有這些言","hahabooo","a了下ID這人高中前在美國家族在對岸設廠會有這些言","a　了　下　ID　這人　高中　前　在　美國　家族　在　對岸　設廠　會　有　這些　言"
"9987",": 論還真不意外","hahabooo","論還真不意外","論　還真　不　意外"
"9988",": 台灣的現況是這幾年突然變得很爛是嗎？不然整天90後90後的","k7p83n","台灣的現況是這幾年突然變得很爛是嗎？不然整天90後90後的","台灣　的　現況　是　這　幾年　突然　變得　很爛　是嗎　不然　整天　90　後　90　後　的"
"9989",": ，腦袋還好嗎？","k7p83n","，腦袋還好嗎？","腦袋　還好　嗎"
"9990",": 高中前能在美國過生活,明明就是有錢人","hopecoming","高中前能在美國過生活,明明就是有錢人","高中　前能　在　美國　過　生活　明明　就是　有錢人"
"9991",": 台灣變成這樣，說穿了不就是領導階層的問題嗎？就好像原Po","k7p83n","台灣變成這樣，說穿了不就是領導階層的問題嗎？就好像原Po","台灣　變成　這樣　說穿　了　不　就是　領導階層　的　問題　嗎　就　好像　原　Po"
"9992",": 一直怪罪90後，結果台灣明明就是一直以來都在走下坡，怪罪","k7p83n","一直怪罪90後，結果台灣明明就是一直以來都在走下坡，怪罪","一直　怪罪　90　後　結果　台灣　明明　就是　一直　以來　都　在　走下坡　怪罪"
"9993",": 一個根本不是就業大多數人的世代根本毫無邏輯，但他還是可","k7p83n","一個根本不是就業大多數人的世代根本毫無邏輯，但他還是可","一個　根本　不是　就業　大多數　人　的　世代　根本　毫無　邏輯　但　他　還是　可"
"9994",": 以講的頭頭是道，這就是現在台灣的領導階層在整天在幹的事","k7p83n","以講的頭頭是道，這就是現在台灣的領導階層在整天在幹的事","以講　的　頭頭是道　這　就是　現在　台灣　的　領導階層　在　整天　在　幹　的　事"
"9995",": 。","k7p83n","。",""
"9996",": 這種人居然是台灣的菁英！？","poltmer990","這種人居然是台灣的菁英！？","這種　人　居然　是　台灣　的　菁英"
"9997",": 那啥……我記得有個笑話是這麼說的：在台灣，兩個慣老","poltmer990","那啥……我記得有個笑話是這麼說的：在台灣，兩個慣老","那啥　我　記得　有個　笑話　是　這麼　說的　在　台　灣　兩個　慣老"
